region,household_size,household_income,electricity_use,electricity_cost,ng_use,ng_cost,total_energy_use,total_energy_cost
MIDWEST,1,5,11216.35,637.94,0.00,0.00,11216.35,637.94
NE,1,6,4140.34,129.19,327.12,455.75,37526.92,584.94
SOUTH,2,7,36635.16,1117.85,290.26,289.74,66239.16,1407.59
WEST,4,1,23748.50,775.33,161.22,145.88,37599.61,921.21
NE,4,9,33838.35,1898.88,0.00,0.00,101055.40,2986.27
SOUTH,3,14,52392.65,1586.24,0.00,0.00,52392.65,1586.24
MIDWEST,1,14,25494.36,1138.58,1169.49,1336.45,143977.55,2475.03
WEST,4,6,9458.13,339.69,170.40,197.82,26998.21,537.51
SOUTH,1,12,47322.03,1569.40,0.00,0.00,52708.51,1685.90
MIDWEST,3,14,32946.40,1323.15,446.17,475.28,77189.03,1798.43
SOUTH,2,16,87711.10,3342.54,200.82,405.36,108210.27,3747.90
SOUTH,3,15,47021.30,1697.40,943.62,1089.84,144699.85,2787.24
SOUTH,1,15,16088.55,618.93,667.27,1171.12,84665.38,1790.05
SOUTH,2,14,29927.66,1063.25,596.66,683.80,90871.81,1747.05
SOUTH,2,15,6242.23,390.31,119.76,223.50,18394.99,613.81
MIDWEST,1,13,17660.66,616.52,1027.44,728.07,124024.86,1344.59
SOUTH,4,14,81004.33,3066.62,829.54,898.51,169130.92,3965.13
MIDWEST,2,11,65979.19,2754.41,0.00,0.00,65979.19,2754.41
WEST,3,11,17208.18,980.11,274.24,372.54,44661.46,1352.65
WEST,2,15,24063.60,662.67,0.00,0.00,137181.88,2554.47
SOUTH,2,11,54143.23,1673.55,0.00,0.00,54143.23,1673.55
MIDWEST,4,13,27496.13,887.13,227.66,154.05,50510.23,1041.18
SOUTH,7,8,53645.60,1816.92,1099.59,1284.14,164630.08,3101.06
SOUTH,2,15,73115.76,2208.25,0.00,0.00,73115.76,2208.25
SOUTH,1,9,29440.85,984.27,401.11,590.25,69466.58,1574.52
MIDWEST,2,16,65146.50,2491.48,2328.41,1547.82,303083.25,4039.30
NE,7,14,53714.09,1849.10,63.84,77.64,60245.85,1926.74
SOUTH,1,9,20807.52,763.76,0.00,0.00,20807.52,763.76
SOUTH,2,14,60700.25,1840.74,0.00,0.00,109479.57,2607.52
WEST,1,11,19997.42,818.46,0.00,0.00,19997.42,818.46
MIDWEST,2,14,21158.14,884.87,938.95,609.25,116564.02,1494.12
WEST,5,16,25977.16,1781.79,163.16,233.46,42351.99,2015.25
WEST,4,16,23270.38,1335.07,477.12,853.74,72463.37,2188.81
WEST,3,16,52170.71,1861.36,626.61,780.85,119467.50,2642.21
MIDWEST,3,16,48352.48,2119.07,1280.14,975.43,179547.25,3094.50
NE,3,16,64890.44,1945.69,912.20,1203.00,156072.44,3148.69
SOUTH,3,13,45068.17,1631.06,425.16,676.89,88866.23,2307.95
MIDWEST,2,1,82774.44,3528.35,0.00,0.00,184107.18,5423.06
SOUTH,1,6,26012.58,930.18,254.94,352.75,52089.73,1282.93
WEST,1,7,10227.21,399.20,756.66,507.80,77511.63,907.00
NE,2,16,49184.22,2000.35,561.28,642.22,107059.11,2642.57
NE,2,12,27326.48,1661.83,0.00,0.00,102628.64,2909.55
SOUTH,2,13,71938.18,2520.15,0.00,0.00,71938.18,2520.15
SOUTH,2,6,17523.59,745.50,0.00,0.00,17523.59,745.50
SOUTH,2,12,74772.31,2040.39,0.00,0.00,74772.31,2040.39
WEST,2,14,34385.17,1227.53,0.00,0.00,34385.17,1227.53
WEST,2,11,22135.99,643.42,934.26,529.05,103402.08,1172.47
SOUTH,1,12,34630.66,1497.36,0.00,0.00,34630.66,1497.36
NE,5,16,36648.03,2337.78,643.73,1178.45,102419.78,3516.23
SOUTH,2,16,43279.55,1427.91,371.46,585.03,81514.83,2012.94
WEST,1,10,23515.15,1047.33,320.97,561.27,53502.99,1608.60
NE,4,16,14195.39,957.56,45.98,276.68,18932.07,1234.24
NE,2,15,34147.84,1234.85,0.00,0.00,78349.87,2206.82
MIDWEST,1,12,21377.03,815.94,703.29,823.73,92204.77,1639.67
MIDWEST,3,12,25327.72,1365.43,549.36,509.51,81644.81,1874.94
SOUTH,2,13,32711.17,1216.78,1459.67,1555.24,183753.95,2772.02
WEST,2,15,44565.97,2213.03,0.00,0.00,62968.96,2520.03
MIDWEST,2,16,35919.91,1135.79,1168.27,679.31,153665.66,1815.10
MIDWEST,2,9,8485.48,351.62,959.56,1310.69,106462.90,1662.31
NE,1,7,5511.46,467.83,99.61,136.22,15779.32,604.05
NE,2,16,27274.78,1871.63,1380.62,2048.91,169091.03,3920.54
MIDWEST,2,12,30021.92,1586.85,761.56,670.38,108626.76,2257.23
MIDWEST,2,16,47810.05,1557.07,1186.75,1383.71,171844.43,2940.78
NE,2,12,17078.36,1192.89,1016.33,1453.76,121104.30,2646.65
SOUTH,4,3,37392.05,1209.28,888.47,650.60,125860.99,1859.88
MIDWEST,1,11,20294.99,840.12,1209.11,770.46,142922.86,1610.58
NE,2,15,42246.36,2230.17,0.00,0.00,85210.11,3794.00
WEST,5,12,46985.24,1661.89,0.00,0.00,78421.54,2220.33
MIDWEST,1,12,17546.57,647.50,0.00,0.00,51552.22,1228.67
WEST,2,16,25273.75,812.72,0.00,0.00,25273.75,812.72
MIDWEST,2,16,32823.59,1708.67,1324.66,1045.18,169402.74,2753.85
WEST,5,7,27995.21,1328.00,268.59,347.19,55661.54,1675.19
SOUTH,1,12,29656.39,1109.84,0.00,0.00,29656.39,1109.84
MIDWEST,1,6,31073.32,894.42,0.00,0.00,125568.13,2756.88
NE,2,12,12050.54,637.06,0.00,0.00,12050.54,637.06
SOUTH,4,10,37779.34,598.51,0.00,0.00,37779.34,598.51
NE,1,13,19739.81,1433.16,656.42,929.05,87206.40,2362.21
MIDWEST,3,13,48439.99,1568.77,0.00,0.00,48439.99,1568.77
MIDWEST,1,11,15701.09,728.61,295.53,276.55,45867.45,1005.16
MIDWEST,2,12,10919.63,332.45,438.20,306.28,55709.20,638.73
WEST,4,14,37486.58,1097.32,604.69,382.07,94171.06,1479.39
MIDWEST,4,1,74206.17,2359.56,555.70,339.50,131754.41,2699.06
MIDWEST,2,12,33622.69,1491.29,400.80,504.51,73660.13,1995.80
WEST,2,8,34641.59,1067.65,0.00,0.00,83799.75,1964.22
MIDWEST,1,16,24089.64,1212.09,940.96,769.46,120340.00,1981.55
SOUTH,1,9,20386.75,748.33,0.00,0.00,28912.18,1285.42
NE,1,7,7129.41,438.79,324.21,470.94,40714.68,909.73
NE,2,16,30551.66,2012.61,0.00,0.00,113592.85,5081.31
SOUTH,2,13,53952.60,2271.59,0.00,0.00,53952.60,2271.59
MIDWEST,7,16,56417.56,2151.85,830.71,589.41,140678.26,2741.26
WEST,2,14,25319.43,887.94,0.00,0.00,25319.43,887.94
MIDWEST,2,1,65995.22,2819.34,0.00,0.00,65995.22,2819.34
NE,4,16,35714.86,1265.64,0.00,0.00,132014.97,2850.18
SOUTH,3,10,47653.94,1733.86,0.00,0.00,47653.94,1733.86
SOUTH,1,14,24789.58,1296.98,800.41,852.97,104822.47,2149.95
WEST,4,14,38194.44,1074.38,725.78,477.64,101876.08,1552.02
MIDWEST,2,15,32902.75,1295.34,723.06,534.05,105531.06,1829.39
WEST,1,5,15001.74,403.73,0.00,0.00,15001.74,403.73
WEST,3,14,10775.64,648.57,0.00,0.00,10775.64,648.57
SOUTH,3,11,40589.58,1481.57,0.00,0.00,51831.89,1837.50
MIDWEST,2,9,22163.40,1312.35,0.00,0.00,68992.25,2222.17
NE,1,13,41517.47,2081.67,0.00,0.00,57715.14,2754.20
SOUTH,2,11,50932.06,1573.16,0.00,0.00,69349.03,2006.82
NE,3,2,32742.42,2058.06,994.62,1407.60,134773.30,3465.66
NE,4,16,52259.07,2183.68,0.00,0.00,118564.72,3296.92
SOUTH,2,5,61961.80,1946.07,14.29,15.14,63417.10,1961.21
SOUTH,1,9,6511.04,265.72,221.56,377.31,28493.61,643.03
SOUTH,2,12,55292.38,1617.44,0.00,0.00,55292.38,1617.44
MIDWEST,2,15,32804.11,1245.11,6.94,7.27,66062.19,1808.66
NE,5,15,22582.69,1415.79,0.00,0.00,120554.40,2854.19
NE,3,7,31118.82,1772.91,322.69,262.59,64634.28,2035.50
WEST,1,9,4022.65,115.31,278.18,153.87,28661.72,269.18
WEST,3,16,35131.24,2890.78,0.00,0.00,35131.24,2890.78
SOUTH,1,6,17859.45,834.34,0.00,0.00,17859.45,834.34
MIDWEST,4,12,168646.85,4250.15,0.00,0.00,285379.08,5833.98
MIDWEST,1,16,28884.32,1222.79,1498.58,897.00,180094.65,2119.79
SOUTH,3,15,44235.05,1783.51,596.42,775.98,103848.67,2559.49
SOUTH,1,10,29512.32,995.24,0.00,0.00,29512.32,995.24
WEST,1,3,12944.75,243.61,0.00,0.00,13677.49,265.12
NE,2,4,22130.23,1164.02,2863.55,2272.42,317683.23,3436.44
WEST,2,15,13237.72,731.48,232.28,325.62,36822.64,1057.10
SOUTH,2,11,25019.84,781.01,142.16,294.80,39786.96,1075.81
WEST,1,14,6179.66,377.15,281.49,411.91,35130.46,789.06
SOUTH,2,9,42653.71,1414.81,0.00,0.00,42653.71,1414.81
SOUTH,2,14,81949.84,2011.37,0.00,0.00,81949.84,2011.37
WEST,3,15,38343.06,2434.59,2222.95,2414.69,250840.42,4849.28
NE,2,15,23486.91,1237.60,1170.78,985.92,143310.55,2223.52
WEST,2,9,15935.28,612.93,814.52,515.85,83886.59,1128.78
WEST,2,13,21430.68,631.15,176.35,331.34,37377.82,962.49
MIDWEST,2,8,18041.58,631.40,471.05,460.73,65883.65,1092.13
SOUTH,5,10,104983.03,3132.05,0.00,0.00,104983.03,3132.05
NE,2,16,39581.41,2102.85,1252.09,1046.70,168796.56,3149.55
WEST,6,16,92453.24,8073.13,0.00,0.00,92453.24,8073.13
MIDWEST,2,10,20914.65,730.11,1233.22,968.34,147475.34,1698.45
SOUTH,2,16,38399.53,1330.30,585.20,648.74,97422.28,1979.04
NE,1,4,10253.18,454.70,0.00,0.00,97304.11,1692.76
NE,3,14,27715.15,1311.24,0.00,0.00,93068.34,2340.31
MIDWEST,5,15,75759.02,2056.06,0.00,0.00,170808.20,3345.69
SOUTH,1,16,42002.77,1242.30,0.48,365.15,42051.58,1607.45
SOUTH,2,16,41596.41,1353.69,0.00,0.00,41596.41,1353.69
SOUTH,2,16,71006.52,2249.20,0.00,0.00,72491.50,2284.25
WEST,2,15,46410.23,1773.25,1287.41,1027.99,159156.64,2801.24
NE,2,15,26996.08,1764.72,0.00,0.00,134880.50,3526.52
WEST,2,5,13038.83,492.71,20.29,13.22,40796.91,939.05
WEST,2,11,22443.35,717.81,961.85,1132.05,126174.92,1849.86
MIDWEST,2,2,13967.08,636.46,478.73,913.06,62479.18,1549.52
SOUTH,3,16,123719.43,3592.33,75.11,217.68,131409.25,3810.01
NE,5,13,38674.21,1938.15,0.00,0.00,82185.42,2602.00
SOUTH,1,4,14055.92,531.30,0.00,0.00,14055.92,531.30
WEST,3,9,35044.01,1553.42,577.97,667.77,88549.52,2221.19
SOUTH,2,10,30787.53,971.27,0.00,0.00,30787.53,971.27
MIDWEST,2,14,17643.81,950.59,1111.07,742.07,132720.98,1692.66
NE,2,12,21736.89,1336.50,0.00,0.00,39414.02,1617.21
MIDWEST,2,16,19399.50,739.76,1103.01,773.84,131751.68,1513.60
MIDWEST,2,13,18999.85,688.58,636.99,475.90,82900.19,1164.48
SOUTH,2,13,17710.63,728.46,0.00,0.00,17710.63,728.46
WEST,1,13,6921.60,361.32,104.54,151.96,17705.58,513.28
NE,4,13,63435.24,2325.64,0.00,0.00,63435.24,2325.64
NE,4,16,25793.83,1572.60,808.13,1219.49,108853.13,2792.09
MIDWEST,2,6,25753.11,719.76,1525.02,1583.91,175146.75,2303.67
MIDWEST,1,1,43378.22,1315.46,537.73,511.70,97578.03,1827.16
WEST,5,1,38277.56,1757.78,256.58,299.94,62392.02,2057.72
WEST,2,15,37574.35,2405.18,334.32,427.63,70906.64,2832.81
WEST,3,11,29778.88,1483.86,271.37,374.49,57319.75,1858.35
WEST,2,14,56483.89,1868.26,385.48,570.78,94407.72,2439.04
SOUTH,2,11,62062.12,1632.54,0.00,0.00,62062.12,1632.54
SOUTH,4,16,43543.24,1282.41,642.16,428.45,109249.32,1710.86
SOUTH,2,13,31148.15,1095.13,0.00,0.00,31148.15,1095.13
WEST,1,15,37674.79,1247.49,960.73,540.46,121706.04,1787.95
SOUTH,1,14,17417.53,803.65,327.53,509.42,51090.89,1313.07
SOUTH,4,4,40953.08,1418.85,0.00,0.00,40953.08,1418.85
NE,3,15,14607.89,724.34,140.18,392.49,92132.16,2487.97
SOUTH,1,11,48056.85,1953.41,97.55,298.64,57996.85,2252.05
NE,2,15,27270.45,1298.91,0.00,0.00,53077.60,1871.68
WEST,1,12,23487.62,700.12,444.05,300.00,64803.25,1000.12
NE,3,16,28421.56,142.94,514.98,776.20,81038.11,919.14
NE,1,7,9785.53,560.66,163.88,303.43,26291.71,864.09
MIDWEST,1,11,22978.70,931.98,1045.75,825.72,125986.39,1757.70
WEST,4,15,26507.12,1895.65,361.15,597.26,63786.92,2492.91
SOUTH,4,2,48287.68,1706.74,566.14,901.68,106970.39,2608.42
MIDWEST,2,15,51382.19,1696.23,456.35,632.82,97105.92,2329.05
NE,2,11,19882.08,1303.27,0.00,0.00,123271.98,3680.44
MIDWEST,5,13,41422.32,1813.66,0.00,0.00,82049.66,2395.62
MIDWEST,2,7,17631.97,995.26,668.05,579.68,87070.57,1574.94
MIDWEST,1,15,30823.08,1004.62,512.32,468.04,82681.03,1472.66
WEST,1,14,60953.22,2128.34,0.00,0.00,60953.22,2128.34
MIDWEST,1,10,12449.07,593.95,0.00,0.00,12449.07,593.95
SOUTH,1,9,35969.10,1639.35,0.00,0.00,35969.10,1639.35
WEST,2,14,45077.86,1241.37,1434.54,746.81,173377.85,1988.18
MIDWEST,1,11,40315.48,1260.59,657.92,769.34,106565.75,2029.93
WEST,2,16,23151.81,1508.86,0.00,0.00,100261.51,3049.81
NE,3,16,35130.68,2577.25,2232.26,1505.09,383713.54,5534.13
MIDWEST,2,12,22054.19,673.21,778.81,727.46,102478.28,1400.67
SOUTH,4,7,67529.83,2384.04,0.00,0.00,67529.83,2384.04
MIDWEST,7,12,82714.58,3459.26,0.00,0.00,171348.54,4405.04
MIDWEST,2,11,16620.70,553.20,344.44,353.02,51419.46,906.22
MIDWEST,2,7,17717.13,856.57,603.11,539.09,78863.13,1395.66
WEST,2,13,72498.65,2451.99,0.00,0.00,72498.65,2451.99
WEST,4,13,46889.57,1343.58,546.81,353.29,97680.32,1696.87
SOUTH,2,11,45960.30,1500.55,0.00,0.00,45960.30,1500.55
SOUTH,2,13,68172.55,2066.23,542.47,642.39,122431.11,2708.62
SOUTH,2,8,17326.97,630.40,542.89,609.16,72226.86,1239.56
WEST,3,12,30609.03,1185.63,1172.09,653.44,130986.84,1839.07
SOUTH,5,5,74291.20,2740.71,0.00,0.00,74291.20,2740.71
SOUTH,2,15,37901.68,1532.74,361.99,881.46,75123.49,2414.20
NE,2,15,26356.20,920.07,0.00,0.00,26356.20,920.07
MIDWEST,4,14,32398.00,1282.63,920.76,582.73,124377.23,1865.36
MIDWEST,3,15,15834.73,711.13,0.00,0.00,15834.73,711.13
SOUTH,1,10,48548.85,1433.33,811.02,493.50,131394.94,1926.83
NE,3,15,83195.21,5635.84,0.00,0.00,83195.21,5635.84
MIDWEST,3,12,27075.56,995.34,1291.11,895.85,159310.95,1891.19
MIDWEST,2,16,33562.94,1764.63,1162.31,938.54,153832.15,2703.17
NE,2,12,23728.11,1489.82,0.00,0.00,113273.00,2954.56
SOUTH,2,13,41533.06,1304.05,628.63,601.35,106296.73,1905.40
SOUTH,3,7,29012.02,975.10,0.00,0.00,29012.02,975.10
SOUTH,2,16,40778.35,1499.81,1430.20,2020.64,187241.40,3520.45
WEST,1,2,11664.61,372.63,539.88,337.87,59997.23,710.50
SOUTH,3,15,13104.42,519.00,487.14,595.53,62809.11,1114.53
NE,1,14,15879.90,755.08,745.81,1066.98,92920.58,1822.06
SOUTH,2,13,70186.81,1967.49,0.00,0.00,70186.81,1967.49
MIDWEST,1,1,16062.29,503.77,0.00,0.00,16062.29,503.77
SOUTH,1,13,34073.28,1310.80,482.83,641.79,84169.08,1952.59
WEST,3,11,54294.30,1908.17,1285.35,600.56,176305.21,2508.73
MIDWEST,3,15,22056.97,1419.85,1206.76,962.38,146214.30,2382.23
WEST,1,9,32195.80,1561.65,113.57,182.37,43461.06,1744.02
SOUTH,1,5,7332.70,371.94,654.32,899.27,74867.81,1271.21
SOUTH,3,13,35388.51,1076.87,0.00,0.00,35388.51,1076.87
WEST,2,7,15912.24,492.30,183.20,225.35,34593.98,717.65
MIDWEST,2,8,49132.82,1758.12,10.70,12.17,50252.26,1770.29
SOUTH,3,2,13980.35,568.52,610.00,686.30,76936.54,1254.82
WEST,1,16,12136.17,696.28,26.60,45.93,14875.50,742.21
SOUTH,2,15,67108.38,2535.02,0.00,0.00,67108.38,2535.02
WEST,2,7,39878.15,1620.41,0.00,0.00,39878.15,1620.41
SOUTH,4,14,43737.53,1466.36,216.23,341.28,65721.41,1807.64
SOUTH,2,5,35709.56,1004.64,0.00,0.00,35709.56,1004.64
WEST,2,12,31329.10,1109.30,1103.79,1017.78,128054.60,2127.08
SOUTH,1,13,33209.97,872.28,0.00,0.00,33209.97,872.28
SOUTH,1,11,43576.60,1456.86,187.03,325.67,62598.38,1782.53
NE,2,15,43645.36,1989.82,0.00,0.00,91585.75,2722.00
SOUTH,1,11,14637.29,519.66,0.00,0.00,22416.90,725.95
WEST,2,10,35850.84,1413.90,759.16,829.91,114865.68,2243.81
WEST,4,15,33805.16,1231.49,828.22,719.27,107907.07,1950.76
NE,4,13,28986.12,1089.96,833.98,654.96,110540.25,1744.92
SOUTH,1,10,18930.22,887.61,73.67,124.69,26451.77,1012.30
SOUTH,4,9,32256.92,1178.30,650.52,984.50,96817.47,2162.80
SOUTH,1,7,44126.93,1438.59,0.00,0.00,44126.93,1438.59
SOUTH,4,15,50599.17,1297.52,0.00,0.00,50599.17,1297.52
NE,2,6,37213.31,2375.97,1428.94,2079.08,183000.40,4455.05
WEST,2,9,25172.36,19.86,716.15,433.53,88478.22,453.39
SOUTH,1,8,52030.31,2078.94,159.88,336.71,68170.85,2415.65
SOUTH,1,11,25606.05,1084.60,0.00,0.00,40902.86,1609.68
MIDWEST,4,15,45579.92,1675.57,0.00,0.00,45579.92,1675.57
WEST,1,15,25725.21,856.98,319.29,479.59,60167.48,1336.57
MIDWEST,1,14,11332.86,473.96,628.70,550.65,75298.39,1024.61
WEST,4,7,50749.98,1924.61,254.71,282.15,77045.66,2206.76
NE,2,15,32831.68,1443.59,666.41,918.25,99159.18,2361.84
MIDWEST,3,8,26047.91,838.57,1261.95,819.16,153219.40,1657.73
NE,3,16,33662.06,1557.09,0.00,0.00,172073.17,4198.76
NE,2,15,33707.37,1217.63,0.00,0.00,61686.97,1737.32
MIDWEST,2,15,37682.01,1941.51,1012.33,764.07,142956.23,2705.58
MIDWEST,3,16,94242.36,3901.22,0.00,0.00,94242.36,3901.22
MIDWEST,3,14,86713.77,2320.21,721.08,510.07,159772.21,2830.28
MIDWEST,2,15,25259.53,1045.63,1193.30,766.34,146241.53,1811.97
SOUTH,2,4,31800.45,1303.21,0.00,0.00,31800.45,1303.21
SOUTH,1,8,22909.93,739.83,0.00,0.00,22909.93,739.83
SOUTH,2,4,54327.00,1759.71,0.00,0.00,57153.82,1834.67
NE,3,16,39613.50,1625.66,0.00,0.00,187426.96,4911.77
WEST,4,16,38282.32,2181.66,0.00,0.00,38282.32,2181.66
SOUTH,4,14,25869.40,942.41,0.00,0.00,93523.63,2728.63
WEST,3,13,47771.43,1534.61,1023.84,1171.31,157938.80,2705.92
WEST,3,15,33408.97,1468.25,0.00,0.00,33408.97,1468.25
MIDWEST,3,15,72851.57,2242.12,0.00,0.00,79151.32,2347.06
SOUTH,1,14,52933.89,1519.50,418.98,333.86,95621.32,1853.36
WEST,1,14,27108.64,284.71,0.00,0.00,27108.64,284.71
WEST,1,1,31808.21,1320.25,515.23,525.58,85325.93,1845.83
WEST,5,14,39057.13,3122.41,695.40,1276.64,110297.37,4399.05
NE,2,15,20024.22,1354.83,0.00,0.00,20024.22,1354.83
WEST,1,12,24265.69,1494.98,2051.60,2238.71,225367.95,3733.69
SOUTH,1,9,3946.63,128.33,0.00,0.00,3946.63,128.33
SOUTH,5,1,43155.88,1561.96,294.48,394.43,73535.79,1956.39
SOUTH,2,13,31372.41,1196.98,0.00,0.00,31372.41,1196.98
MIDWEST,1,1,7383.54,412.58,430.65,474.56,51054.68,887.14
NE,3,16,62153.35,2522.16,680.89,628.67,132713.25,3150.83
WEST,6,14,19517.71,861.73,0.00,0.00,84912.00,2781.69
SOUTH,2,14,35300.17,1359.34,789.64,950.42,116839.62,2309.76
SOUTH,4,14,42007.96,1316.16,0.00,0.00,42007.96,1316.16
SOUTH,2,7,67199.12,1983.76,849.42,1043.85,153483.39,3027.61
MIDWEST,2,6,19091.92,993.60,277.86,269.08,47244.44,1262.68
NE,2,16,11209.34,555.82,255.55,446.43,37464.02,1002.25
WEST,4,15,34378.67,1516.25,811.82,642.49,103631.10,2158.29
MIDWEST,4,14,59248.57,1613.44,0.00,0.00,59248.57,1613.44
WEST,1,13,5620.73,241.34,362.72,298.62,40202.61,539.96
SOUTH,2,10,50207.02,2134.32,0.00,0.00,50207.02,2134.32
SOUTH,2,10,22342.52,937.24,0.00,0.00,22342.52,937.24
MIDWEST,7,14,56866.87,2521.07,928.52,598.33,151122.97,3119.40
WEST,1,16,10485.10,304.45,253.48,313.77,37939.15,618.22
SOUTH,2,10,33180.43,1204.38,377.67,418.74,70960.20,1623.12
SOUTH,3,16,43930.94,1419.79,0.00,0.00,43930.94,1419.79
WEST,3,11,30443.33,1089.61,716.52,460.78,98690.41,1550.39
WEST,2,16,61402.14,1768.42,2158.78,1678.44,264363.51,3446.86
NE,1,13,23381.85,1009.94,798.67,848.63,105666.64,1858.57
WEST,5,11,23446.53,959.01,273.60,356.02,50855.93,1315.03
MIDWEST,2,10,23382.64,943.53,529.59,423.98,77577.14,1367.51
MIDWEST,5,10,36933.20,1201.98,304.64,359.14,68644.31,1561.12
SOUTH,2,16,49935.63,1611.81,698.74,1105.81,121934.74,2717.62
NE,5,16,28118.68,1238.27,11.52,16.33,167462.98,3552.48
WEST,1,8,35522.25,1560.88,0.00,0.00,35522.25,1560.88
SOUTH,2,8,47687.70,2745.59,643.17,688.76,112021.26,3434.35
WEST,2,15,14058.10,806.54,367.79,591.95,51714.54,1398.49
WEST,7,15,47252.93,1602.11,1462.77,1266.65,169471.50,2868.76
WEST,2,13,6173.53,504.08,168.96,281.57,23429.46,785.65
WEST,2,11,18321.76,960.07,212.47,220.86,36421.76,1179.48
NE,2,14,28847.18,2076.81,753.22,1056.77,105468.25,3133.58
NE,2,15,11943.78,1026.49,334.40,706.91,46459.07,1733.40
SOUTH,3,15,37539.60,1361.25,0.00,0.00,37539.60,1361.25
NE,1,16,17111.23,916.20,330.80,314.38,51359.10,1230.58
SOUTH,1,12,28453.52,827.27,0.00,0.00,28453.52,827.27
WEST,2,15,20937.88,1201.25,265.95,414.30,48248.41,1615.55
SOUTH,2,13,32914.33,1086.79,0.00,0.00,32914.33,1086.79
SOUTH,3,15,33224.47,1056.83,515.84,708.70,85166.60,1765.53
NE,1,13,13299.15,913.01,0.00,0.00,74788.87,2004.96
SOUTH,1,12,19896.50,882.11,565.51,731.12,78465.27,1613.23
MIDWEST,4,13,41118.29,1577.03,1084.00,850.46,152141.88,2427.49
NE,4,15,28845.15,999.29,1692.71,1110.21,198581.44,2109.50
WEST,2,11,30133.66,1035.96,894.89,478.67,110375.91,1514.63
NE,4,16,46889.74,2474.21,1290.02,1016.83,180636.51,3491.04
MIDWEST,4,13,23721.57,973.95,574.82,651.49,79957.86,1625.44
WEST,2,14,28105.80,870.00,852.96,1021.39,119886.40,1891.39
SOUTH,2,13,74271.95,1771.70,0.00,0.00,74271.95,1771.70
WEST,3,16,26331.39,867.77,1877.34,1623.15,181876.31,2490.92
MIDWEST,1,15,15587.24,688.11,545.72,970.71,70908.06,1658.82
WEST,2,13,33971.57,1474.51,0.00,0.00,60001.77,1989.73
NE,1,14,19103.22,739.26,0.00,0.00,31347.07,1011.46
NE,2,16,10773.09,656.66,0.00,0.00,53508.87,1403.06
SOUTH,2,15,27347.47,980.77,30.80,37.75,30492.07,1018.52
NE,4,15,44393.01,1902.29,1346.44,1404.68,183543.91,3306.97
WEST,3,13,32859.42,1014.50,0.00,0.00,83792.01,2858.88
WEST,2,7,8013.24,522.47,859.07,983.92,92030.85,1506.39
SOUTH,4,11,41358.83,1351.00,0.00,0.00,41358.83,1351.00
SOUTH,1,15,32997.73,1187.58,207.79,376.32,54491.75,1563.90
MIDWEST,2,13,20163.97,1003.51,840.29,706.26,106599.79,1709.77
SOUTH,2,7,15624.69,772.93,629.51,800.52,79864.25,1573.45
SOUTH,2,14,38190.09,1366.26,0.00,0.00,38190.09,1366.26
MIDWEST,1,7,12828.91,494.97,0.00,0.00,12828.91,494.97
SOUTH,4,9,43423.36,1476.20,0.00,0.00,43423.36,1476.20
MIDWEST,6,3,21929.18,949.75,1002.10,834.41,124677.77,1784.16
SOUTH,4,15,66094.47,1870.81,510.50,635.14,118210.36,2505.95
SOUTH,3,9,12670.13,478.00,476.39,613.83,60731.38,1091.83
WEST,5,15,87295.63,3057.70,252.12,407.41,112310.89,3465.11
MIDWEST,3,8,33172.26,960.92,1394.84,899.84,177608.15,1860.76
SOUTH,3,11,47137.30,1707.88,0.00,0.00,47137.30,1707.88
SOUTH,2,12,31405.34,1365.89,496.48,735.31,82561.90,2101.20
SOUTH,1,12,93057.62,3065.06,0.00,0.00,93057.62,3065.06
NE,2,13,16118.58,1093.95,772.06,1100.58,95556.29,2194.53
SOUTH,2,16,43397.96,1411.16,0.00,0.00,43397.96,1411.16
WEST,6,13,28838.27,2372.33,336.79,1443.05,60752.32,3815.38
WEST,2,13,15004.36,529.82,938.12,560.45,95394.24,1090.27
MIDWEST,1,13,16249.27,476.19,297.83,326.50,46694.69,802.69
SOUTH,2,15,58850.14,1493.79,700.51,607.61,121493.92,2101.40
SOUTH,2,1,57319.51,1643.40,0.00,0.00,57319.51,1643.40
SOUTH,1,3,34206.03,1061.28,0.00,0.00,34206.03,1061.28
NE,3,16,22696.18,1543.15,367.11,553.74,86305.63,2544.92
WEST,1,12,10005.79,577.60,253.56,438.86,33583.74,1016.46
WEST,1,5,11787.37,645.27,0.00,0.00,11787.37,645.27
WEST,6,15,35911.74,966.82,397.48,414.33,76897.98,1381.15
NE,1,8,10086.41,723.44,243.00,516.93,35034.82,1240.37
SOUTH,1,7,18142.39,589.93,0.00,0.00,18142.39,589.93
SOUTH,1,11,27615.93,1167.70,214.64,516.52,49694.12,1684.22
SOUTH,6,7,50571.72,2279.87,0.00,0.00,50571.72,2279.87
SOUTH,2,10,58403.27,1639.60,289.84,488.35,87968.21,2127.95
NE,2,16,25644.66,1380.97,2125.85,1727.77,245161.74,3108.74
SOUTH,2,14,38996.70,1282.02,548.81,667.28,95138.54,1948.32
WEST,7,10,8314.45,382.60,339.56,347.42,43142.02,730.02
WEST,2,15,28178.58,1877.52,306.51,433.23,59020.59,2310.75
NE,4,15,11080.35,980.79,280.96,740.31,40082.89,1721.10
SOUTH,1,15,41969.27,1400.93,0.00,0.00,42349.94,1411.02
MIDWEST,1,6,18423.08,588.95,576.24,516.68,77056.04,1105.63
SOUTH,4,14,43689.90,1324.12,513.22,636.16,95988.83,1960.28
